measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Nigeria,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2003,105254.41950551535,120649.92068317093,89545.32915319275
Deaths,Nigeria,Both,All ages,Respiratory infections and tuberculosis,Number,2003,267264.7401705082,341884.81129237503,207514.42525413397
Deaths,Nigeria,Both,All ages,Enteric infections,Number,2003,254877.19089939183,350261.5817326036,171297.86567408073
Deaths,Nigeria,Both,All ages,Other infectious diseases,Number,2003,199181.96683581977,268895.7591102236,137884.23973722107
Deaths,Nigeria,Both,All ages,Maternal and neonatal disorders,Number,2003,229490.8397855081,255440.76741839416,207355.69876064605
Deaths,Kenya,Both,All ages,Nutritional deficiencies,Number,2005,1494.856456798003,2035.9272278712504,1100.1233800005186
Deaths,Nigeria,Both,All ages,Substance use disorders,Number,2005,1291.7668402103363,2074.272551288858,809.709570885561
Deaths,Nigeria,Both,All ages,Diabetes and kidney diseases,Number,2005,38525.32564479764,50309.56761414647,30274.51966897256
Deaths,Egypt,Both,All ages,Neglected tropical diseases and malaria,Number,2004,575.6030830985643,720.7903108117927,446.2395579902797
Deaths,Kenya,Both,All ages,Neurological disorders,Number,2005,4553.258687537854,8011.4768766040725,2479.4887545475244
Deaths,Egypt,Both,All ages,Digestive diseases,Number,2004,48678.92132750446,61635.51291463165,38000.878326341306
Deaths,Kenya,Both,All ages,Mental disorders,Number,2005,0.021359886362798626,0.07078650722373656,0.0060936838776637
Deaths,South Africa,Both,All ages,Self-harm and interpersonal violence,Number,2006,26771.734064067463,31829.606872040484,22417.94373438234
Deaths,South Africa,Both,All ages,Cardiovascular diseases,Number,2006,68672.65172775328,74164.98371128888,62323.91506564095
Deaths,South Africa,Both,All ages,Skin and subcutaneous diseases,Number,2006,872.0200372853578,1040.7101175811358,728.4443275849211
Deaths,Egypt,Both,All ages,Neurological disorders,Number,2004,6492.43189527203,14243.626542595828,2971.155390180672
Deaths,Egypt,Both,All ages,Self-harm and interpersonal violence,Number,2004,1770.234280449177,2664.982714366415,1194.5843888884538
Deaths,Kenya,Both,All ages,Transport injuries,Number,2003,6139.747861934862,8719.65455775917,4287.348141387555
Deaths,Nigeria,Both,All ages,Chronic respiratory diseases,Number,2003,19851.721627524534,28303.83517629526,13766.01482120884
Deaths,Nigeria,Both,All ages,Transport injuries,Number,2003,35792.60429603179,47576.129025351416,23695.626152060646
Deaths,Nigeria,Both,All ages,Digestive diseases,Number,2003,39343.22287903451,54169.97595577183,28740.44323283182
Deaths,South Africa,Both,All ages,Transport injuries,Number,2003,19252.40246619673,23212.04748471621,15380.432422110141
Deaths,South Africa,Both,All ages,Unintentional injuries,Number,2003,9819.481117522215,10834.102532993835,8573.196087927032
Deaths,Nigeria,Both,All ages,Neurological disorders,Number,2003,13357.663434253987,23267.289575512474,8079.638185435782
Deaths,Kenya,Both,All ages,Neglected tropical diseases and malaria,Number,2003,12834.225450527025,21104.64833429934,6921.099402924029
Deaths,Kenya,Both,All ages,Chronic respiratory diseases,Number,2003,3085.266772428055,4181.584887810978,2250.931156106317
Deaths,Nigeria,Both,All ages,Self-harm and interpersonal violence,Number,2003,20532.848044033526,29791.95758345461,14170.327339960068
Deaths,Egypt,Both,All ages,Nutritional deficiencies,Number,2005,634.6220013430042,860.3097434372853,507.34480498145734
Deaths,Ethiopia,Both,All ages,Musculoskeletal disorders,Number,2003,864.9630833182958,1256.1939461490142,530.1916831885437
Deaths,Ethiopia,Both,All ages,Other non-communicable diseases,Number,2003,29723.255932578166,38170.4187627357,23300.53614134304
Deaths,Egypt,Both,All ages,Musculoskeletal disorders,Number,2005,168.87021910414668,236.88409349090745,114.14727422958136
Deaths,Egypt,Both,All ages,Other non-communicable diseases,Number,2005,18871.04811602228,23377.578592209742,14993.745550970965
Deaths,Nigeria,Both,All ages,Cardiovascular diseases,Number,2005,143977.6058663742,174925.9064928974,116102.79626481124
Deaths,Ethiopia,Both,All ages,Neglected tropical diseases and malaria,Number,2006,41004.38177131782,66343.07295369383,22435.283741441857
Deaths,Ethiopia,Both,All ages,Chronic respiratory diseases,Number,2006,10204.172032004999,13718.413507055433,7293.114114148847
Deaths,South Africa,Both,All ages,Nutritional deficiencies,Number,2006,4353.414157091862,4898.812164613195,3765.3627941210557
Deaths,Nigeria,Both,All ages,Nutritional deficiencies,Number,2006,47530.74772137768,62434.123952195034,34275.36472887095
Deaths,Egypt,Both,All ages,Skin and subcutaneous diseases,Number,2005,282.5040558192555,443.10072773297225,185.06710212625006
Deaths,Egypt,Both,All ages,Other infectious diseases,Number,2005,8426.102284130928,12244.933273743614,6126.9426604339815
Deaths,Egypt,Both,All ages,Maternal and neonatal disorders,Number,2005,16805.426505541356,19529.02729882274,14403.176681575318
Deaths,Egypt,Both,All ages,Substance use disorders,Number,2005,87.76670976953211,128.51968014519815,58.807334975194706
Deaths,Egypt,Both,All ages,Diabetes and kidney diseases,Number,2005,36138.343627330214,43398.64016624685,29061.405805351904
Deaths,Nigeria,Both,All ages,Neoplasms,Number,2006,62495.46536111272,74631.18470502297,51421.30258179309
Deaths,Nigeria,Both,All ages,Mental disorders,Number,2006,0.10391124850598873,0.32799853494787257,0.033573537700754205
Deaths,Ethiopia,Both,All ages,Neoplasms,Number,2006,46085.024927686834,53411.07719354669,38735.71247454888
Deaths,Ethiopia,Both,All ages,Digestive diseases,Number,2006,31235.141627800585,40820.09569795574,22329.04462390658
Deaths,Kenya,Both,All ages,Digestive diseases,Number,2003,5593.0641313883225,7500.227922391686,4258.090220452644
Deaths,Kenya,Both,All ages,Unintentional injuries,Number,2003,12628.459927436668,14920.60248061891,10578.81390528297
Deaths,Ethiopia,Both,All ages,Cardiovascular diseases,Number,2006,51974.05459656476,65872.12370829083,41695.27087086966
Deaths,Nigeria,Both,All ages,Cardiovascular diseases,Number,2006,145190.7705080943,177539.81855053085,115609.97071095397
Deaths,South Africa,Both,All ages,Neurological disorders,Number,2006,7363.730509404857,15496.62726754952,3410.0438926279985
Deaths,Ethiopia,Both,All ages,Skin and subcutaneous diseases,Number,2006,1308.373469710346,2104.725465115141,816.5697549746563
Deaths,Ethiopia,Both,All ages,Transport injuries,Number,2006,16661.698833064504,22664.520167540195,12042.2548682938
Deaths,Ethiopia,Both,All ages,Unintentional injuries,Number,2006,29804.02407609379,37028.97524863594,22371.40359404845
Deaths,Nigeria,Both,All ages,Unintentional injuries,Number,2003,46047.84020621259,57641.36039774986,35076.64659270618
Deaths,Kenya,Both,All ages,Self-harm and interpersonal violence,Number,2003,10244.776911338116,14055.275177586615,7388.374066388281
Deaths,South Africa,Both,All ages,Mental disorders,Number,2006,0.07859719711715679,0.23070120411611053,0.026512608805821687
Deaths,Ethiopia,Both,All ages,Self-harm and interpersonal violence,Number,2006,20349.93370373766,26956.660974607996,15630.131820839246
Deaths,Nigeria,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2006,102234.28475844565,118988.99556281474,87720.17826244552
Deaths,Nigeria,Both,All ages,Respiratory infections and tuberculosis,Number,2006,252115.84331462425,319974.59515533847,198285.1267497541
Deaths,Nigeria,Both,All ages,Enteric infections,Number,2006,233388.72539263678,313504.56832999387,165045.260319557
Deaths,Nigeria,Both,All ages,Other infectious diseases,Number,2006,174330.6801612476,229682.3072426067,127953.99583970974
Deaths,Nigeria,Both,All ages,Maternal and neonatal disorders,Number,2006,233176.13352894186,256816.40392573035,210328.62661477027
Deaths,Egypt,Both,All ages,Cardiovascular diseases,Number,2005,204425.0172776506,224337.50702605204,184014.79868290562
Deaths,Egypt,Both,All ages,Chronic respiratory diseases,Number,2005,12064.279833971448,15959.066472838376,8998.437219293752
Deaths,Kenya,Both,All ages,Neglected tropical diseases and malaria,Number,2006,7898.273463843373,13803.077635060648,4229.134371581006
Deaths,Kenya,Both,All ages,Chronic respiratory diseases,Number,2006,3475.283853593238,4677.355228699858,2489.419920549082
Deaths,South Africa,Both,All ages,Neoplasms,Number,2004,33378.13593016866,35452.735480529176,31128.35971770678
Deaths,Nigeria,Both,All ages,Neglected tropical diseases and malaria,Number,2006,248474.95344620498,351037.0244183479,162917.511838584
Deaths,Nigeria,Both,All ages,Digestive diseases,Number,2006,40906.84681802075,56290.62587195728,28426.812819546012
Deaths,Kenya,Both,All ages,Digestive diseases,Number,2006,6365.2621011047795,8677.203284683792,4633.146745829903
Deaths,Kenya,Both,All ages,Unintentional injuries,Number,2006,13034.120214435043,15181.920258715376,10684.008311261021
Deaths,Egypt,Both,All ages,Transport injuries,Number,2005,9202.547625596819,12303.44336967157,6429.985106146349
Deaths,Egypt,Both,All ages,Unintentional injuries,Number,2005,9708.861343193585,11504.765502655848,7995.463347129671
Deaths,Kenya,Both,All ages,Cardiovascular diseases,Number,2006,19160.956703165884,22905.384707284677,15830.887654824206
Deaths,Kenya,Both,All ages,Other non-communicable diseases,Number,2006,5497.761895887655,7094.631386025871,4378.592674272007
Deaths,Kenya,Both,All ages,Skin and subcutaneous diseases,Number,2006,381.4990910579818,593.438876316384,238.99014883194005
Deaths,Ethiopia,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2003,71880.8383274008,89148.09050651485,56500.11480933292
Deaths,Ethiopia,Both,All ages,Respiratory infections and tuberculosis,Number,2003,129210.33389010002,160601.80787178245,106584.98377287289
Deaths,Ethiopia,Both,All ages,Enteric infections,Number,2003,94130.13919413085,137685.577872688,60325.528208321644
Deaths,Ethiopia,Both,All ages,Other infectious diseases,Number,2003,118648.9517737434,153942.51205943734,81632.02280579052
Deaths,Ethiopia,Both,All ages,Maternal and neonatal disorders,Number,2003,156466.4474972831,171265.1587484278,142245.86398934937
Deaths,Ethiopia,Both,All ages,Substance use disorders,Number,2003,1021.2633167541256,1495.221677033909,689.1461347581386
Deaths,Ethiopia,Both,All ages,Diabetes and kidney diseases,Number,2003,22436.440953216217,27445.576846222673,17463.512125871304
Deaths,Kenya,Both,All ages,Transport injuries,Number,2006,6992.328870773991,10039.632334402728,4791.439707724405
Deaths,Nigeria,Both,All ages,Neurological disorders,Number,2006,14930.921181912012,26444.751399414123,8995.007511709025
Deaths,Nigeria,Both,All ages,Self-harm and interpersonal violence,Number,2006,20279.795511483637,30584.17095515617,14178.947015823773
Deaths,Kenya,Both,All ages,Self-harm and interpersonal violence,Number,2006,11713.41635994847,15934.109959483521,8776.617032486636
Deaths,South Africa,Both,All ages,Neglected tropical diseases and malaria,Number,2005,472.0513775619132,591.8986312829733,393.15592879097045
Deaths,South Africa,Both,All ages,Chronic respiratory diseases,Number,2005,16258.163274447594,18560.32401964873,13457.787980404068
Deaths,Egypt,Both,All ages,Neglected tropical diseases and malaria,Number,2006,546.3477644007908,687.0214016405007,426.2386436397648
Deaths,Nigeria,Both,All ages,Musculoskeletal disorders,Number,2004,475.4927788249904,707.5168050020975,273.09837284836715
Deaths,Nigeria,Both,All ages,Other non-communicable diseases,Number,2004,52710.16251459017,94077.06883856804,36397.88086122577
Deaths,Egypt,Both,All ages,Neoplasms,Number,2005,39914.396695103824,45481.68078832282,34701.29392779829
Deaths,Egypt,Both,All ages,Mental disorders,Number,2005,0.0179550002532865,0.08816244823413023,0.003559063445259852
Deaths,South Africa,Both,All ages,Nutritional deficiencies,Number,2005,4030.5302670556684,4536.413712389739,3524.280982994778
Deaths,South Africa,Both,All ages,Digestive diseases,Number,2005,10901.088810407102,11950.949046770249,9729.325528070822
Deaths,South Africa,Both,All ages,Self-harm and interpersonal violence,Number,2005,26275.590330544677,31034.10075851635,22169.12214471423
Deaths,Nigeria,Both,All ages,Chronic respiratory diseases,Number,2006,21025.468096374894,29321.761488922148,14656.853053694402
Deaths,Nigeria,Both,All ages,Transport injuries,Number,2006,37663.47146501327,49795.4931104752,25371.22896040395
Deaths,Nigeria,Both,All ages,Nutritional deficiencies,Number,2005,47372.199010271564,65089.407540021704,33191.63400812228
Deaths,Ethiopia,Both,All ages,Neoplasms,Number,2005,44260.80971068616,51738.90839049002,37313.46435894552
Deaths,Nigeria,Both,All ages,Chronic respiratory diseases,Number,2005,20564.194385751274,28950.280096728555,14456.402312691202
Deaths,Nigeria,Both,All ages,Transport injuries,Number,2005,37054.77627458446,48745.55060994833,25044.04810308697
Deaths,Ethiopia,Both,All ages,Nutritional deficiencies,Number,2004,14165.432725746077,18518.252898232386,10568.290015767538
Deaths,Ethiopia,Both,All ages,Neurological disorders,Number,2004,10051.289381023005,17696.414410744906,5689.516117588632
Deaths,Ethiopia,Both,All ages,Musculoskeletal disorders,Number,2006,930.1268048959956,1314.8366660404251,567.1161574824713
Deaths,Ethiopia,Both,All ages,Other non-communicable diseases,Number,2006,29993.046413243126,38772.45050304251,23330.84290553012
Deaths,South Africa,Both,All ages,Transport injuries,Number,2006,19677.496307605496,23578.887618253822,16024.241425304559
Deaths,South Africa,Both,All ages,Unintentional injuries,Number,2006,10061.273798028544,11193.691706913423,8782.502234550928
Deaths,Nigeria,Both,All ages,Unintentional injuries,Number,2006,45796.57146826024,57920.33889849551,35548.63304856101
Deaths,Kenya,Both,All ages,Neoplasms,Number,2003,17051.173454147323,19479.170806792514,15166.553891897513
Deaths,Ethiopia,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2006,50511.618416895406,64535.14201355158,37757.31239861628
Deaths,Ethiopia,Both,All ages,Respiratory infections and tuberculosis,Number,2006,116789.81379326525,143040.9763230731,95551.87288404747
Deaths,Ethiopia,Both,All ages,Enteric infections,Number,2006,79425.73274723455,113822.57857395036,52321.66956717567
Deaths,Ethiopia,Both,All ages,Other infectious diseases,Number,2006,98620.18166140465,129225.90435509087,69687.26863867644
Deaths,Ethiopia,Both,All ages,Maternal and neonatal disorders,Number,2006,147076.1090164182,161544.23799405628,135566.77281400317
Deaths,Ethiopia,Both,All ages,Substance use disorders,Number,2006,1112.5562004732121,1657.0526569100762,780.9223082065846
Deaths,Ethiopia,Both,All ages,Diabetes and kidney diseases,Number,2006,23917.055647295474,28707.995261579952,19581.83240898928
Deaths,Ethiopia,Both,All ages,Neglected tropical diseases and malaria,Number,2005,47268.97732804364,79147.54518974258,23101.5869900062
Deaths,Ethiopia,Both,All ages,Chronic respiratory diseases,Number,2005,9962.074248773388,13811.080529638919,7097.464454497273
Deaths,Egypt,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2005,559.1810534624124,913.234148106177,348.09289429854624
Deaths,Egypt,Both,All ages,Respiratory infections and tuberculosis,Number,2005,30723.73997301406,36481.7580049712,25732.75820573089
Deaths,Egypt,Both,All ages,Enteric infections,Number,2005,7489.441686630231,10490.084740347547,5174.79494888683
Deaths,Nigeria,Both,All ages,Unintentional injuries,Number,2005,45388.68188203615,57933.537778464786,34926.15167739104
Deaths,Egypt,Both,All ages,Neglected tropical diseases and malaria,Number,2003,610.4043586426211,780.6912833773259,478.17838466175795
Deaths,South Africa,Both,All ages,Cardiovascular diseases,Number,2005,65409.59392294785,70362.18579880917,59300.16311342358
Deaths,South Africa,Both,All ages,Skin and subcutaneous diseases,Number,2005,828.0984271427694,994.4873600815275,689.0905096900457
Deaths,South Africa,Both,All ages,Musculoskeletal disorders,Number,2004,604.6367946575875,746.7454717447563,441.17878479256433
Deaths,South Africa,Both,All ages,Other non-communicable diseases,Number,2004,6693.27556123373,7467.421463970766,6017.6932522171055
Deaths,South Africa,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2004,288514.827368907,298641.03243677464,279697.3326890373
Deaths,South Africa,Both,All ages,Respiratory infections and tuberculosis,Number,2004,61378.08284980858,66639.71435261825,56827.68869552637
Deaths,South Africa,Both,All ages,Enteric infections,Number,2004,28349.704157778586,34935.02379005514,24678.733988469645
Deaths,Egypt,Both,All ages,Nutritional deficiencies,Number,2004,759.718007590145,1001.2715508964063,619.6715197643955
Deaths,South Africa,Both,All ages,Other infectious diseases,Number,2004,8064.319652725736,10664.236349063234,5954.206397589331
Deaths,South Africa,Both,All ages,Maternal and neonatal disorders,Number,2004,18287.11842348996,19411.05312402599,17057.357738082093
Deaths,South Africa,Both,All ages,Substance use disorders,Number,2004,900.9849351678945,1091.8231388201975,742.8562896676236
Deaths,South Africa,Both,All ages,Diabetes and kidney diseases,Number,2004,23634.32592750667,26882.071485195993,20873.863711968654
Deaths,Kenya,Both,All ages,Neoplasms,Number,2006,18533.416525036828,20741.079634077352,16475.76354237058
Deaths,South Africa,Both,All ages,Neoplasms,Number,2003,34417.72353196163,36444.225558386985,32167.460170460316
Deaths,South Africa,Both,All ages,Neurological disorders,Number,2005,7004.798245296839,14816.216791490653,3229.8985629403714
Deaths,Ethiopia,Both,All ages,Musculoskeletal disorders,Number,2005,901.6329942990517,1296.3597903476502,538.7695041515901
Deaths,Ethiopia,Both,All ages,Other non-communicable diseases,Number,2005,29807.245744939744,38080.220343470195,23631.19514030501
Deaths,Kenya,Both,All ages,Musculoskeletal disorders,Number,2003,236.5340616913487,328.11057901348164,156.00238274824136
Deaths,Ethiopia,Both,All ages,Neoplasms,Number,2004,42757.848519385356,49505.48432346618,36347.36832262386
Deaths,Egypt,Both,All ages,Nutritional deficiencies,Number,2003,994.5966874578304,1272.5217171814954,803.5392542836028
Deaths,South Africa,Both,All ages,Nutritional deficiencies,Number,2004,3663.740569860456,4127.407743144848,3247.973858512613
Deaths,South Africa,Both,All ages,Neglected tropical diseases and malaria,Number,2003,504.01795320638615,647.148322877415,406.8724890070764
Deaths,South Africa,Both,All ages,Chronic respiratory diseases,Number,2003,16793.362492934302,18986.620753957315,13755.111544835532
Deaths,Ethiopia,Both,All ages,Cardiovascular diseases,Number,2005,49387.78259966614,62415.12920452772,39120.70475674178
Deaths,South Africa,Both,All ages,Cardiovascular diseases,Number,2004,64305.547634864255,68747.44021133301,58576.063242501135
Deaths,South Africa,Both,All ages,Skin and subcutaneous diseases,Number,2004,812.3369436991488,967.4324863367302,669.2377065827288
Deaths,Kenya,Both,All ages,Musculoskeletal disorders,Number,2006,261.64741669951394,358.91353916728013,170.36544922025237
Deaths,Nigeria,Both,All ages,Neoplasms,Number,2005,61183.94612379216,73443.70005743566,50469.41346689913
Deaths,Nigeria,Both,All ages,Mental disorders,Number,2005,0.09601892057551646,0.3017159004642923,0.029328079537184432
Deaths,Egypt,Both,All ages,Digestive diseases,Number,2006,48317.39634798286,60770.21796052907,38416.37643234717
Deaths,Egypt,Both,All ages,Neoplasms,Number,2004,38760.17987736187,43788.66652032721,34288.030419374256
Deaths,Egypt,Both,All ages,Mental disorders,Number,2004,0.016258680413478898,0.08339635222998464,0.0034641261689695715
Deaths,Nigeria,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2005,105218.48009556001,120528.06087958242,90475.717812706
Deaths,Nigeria,Both,All ages,Respiratory infections and tuberculosis,Number,2005,256239.63200898172,323796.47881045146,198128.19179987573
Deaths,Nigeria,Both,All ages,Enteric infections,Number,2005,233727.98890069858,327888.7802836376,167365.10780272813
Deaths,Nigeria,Both,All ages,Other infectious diseases,Number,2005,200514.58568181706,270585.7403886274,138213.1245264806
Deaths,Nigeria,Both,All ages,Maternal and neonatal disorders,Number,2005,232358.90020606198,256295.77759825703,209249.6735617049
Deaths,Kenya,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2003,96392.0029399619,103360.3293116751,88304.10321802256
Deaths,Kenya,Both,All ages,Respiratory infections and tuberculosis,Number,2003,38785.783497728415,46587.062611885565,31668.815008391037
Deaths,Kenya,Both,All ages,Enteric infections,Number,2003,35235.361899815776,45130.0706275992,26353.10546204496
Deaths,Kenya,Both,All ages,Other infectious diseases,Number,2003,13720.37173425013,17867.690163711657,10759.343321298928
Deaths,Kenya,Both,All ages,Maternal and neonatal disorders,Number,2003,25235.399371194555,28239.49554181417,22454.794139462432
Deaths,Kenya,Both,All ages,Substance use disorders,Number,2003,463.08468319774613,650.2147154583162,325.7287126138666
Deaths,Kenya,Both,All ages,Diabetes and kidney diseases,Number,2003,11727.439879598873,14209.79462210025,9214.559687605253
Deaths,Ethiopia,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2005,60615.49784495597,75437.44423352677,46829.46034697005
Deaths,Ethiopia,Both,All ages,Respiratory infections and tuberculosis,Number,2005,120824.14076258769,148966.51737962943,99394.08270849506
Deaths,Ethiopia,Both,All ages,Enteric infections,Number,2005,83522.26792512798,121478.09447957024,54155.0765638689
Deaths,Ethiopia,Both,All ages,Other infectious diseases,Number,2005,100493.32152310814,132748.57348160126,72117.48784265068
Deaths,Ethiopia,Both,All ages,Maternal and neonatal disorders,Number,2005,150659.36238702855,166000.15352254786,138571.5443145677
Deaths,Ethiopia,Both,All ages,Substance use disorders,Number,2005,1061.6518709429688,1550.716746574813,736.8360735536818
Deaths,Ethiopia,Both,All ages,Diabetes and kidney diseases,Number,2005,23243.89072521274,28426.3829191182,19031.358953801286
Deaths,Nigeria,Both,All ages,Skin and subcutaneous diseases,Number,2004,2367.3555197948945,3612.325013729972,1422.524531596978
Deaths,Ethiopia,Both,All ages,Mental disorders,Number,2004,0.012738644538730082,0.06110102685719334,0.00220376091067898
Deaths,Nigeria,Both,All ages,Cardiovascular diseases,Number,2004,143097.5202166924,175645.43525951265,116894.27704466105
Deaths,Ethiopia,Both,All ages,Digestive diseases,Number,2005,30758.459118058454,41221.59377160071,21843.362578325938
Deaths,Kenya,Both,All ages,Nutritional deficiencies,Number,2004,1621.620647444031,2133.395337628276,1235.762362629669
Deaths,Ethiopia,Both,All ages,Self-harm and interpersonal violence,Number,2005,19961.27530300079,27323.99489896502,15384.501792248788
Deaths,Nigeria,Both,All ages,Substance use disorders,Number,2004,1260.7602729854727,1973.165257150793,798.570284808772
Deaths,Nigeria,Both,All ages,Diabetes and kidney diseases,Number,2004,37929.20771173159,49369.153758533816,29135.734512616393
Deaths,Kenya,Both,All ages,Neglected tropical diseases and malaria,Number,2005,9590.846425212028,16800.775089084833,4877.222413628064
Deaths,Kenya,Both,All ages,Chronic respiratory diseases,Number,2005,3351.7514962701594,4583.341862296492,2453.1834302763955
Deaths,Kenya,Both,All ages,Neurological disorders,Number,2004,4462.288503201459,7815.164702654684,2388.957037437515
Deaths,Kenya,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2006,68555.84987552832,76019.5355750325,61996.77522441809
Deaths,Kenya,Both,All ages,Respiratory infections and tuberculosis,Number,2006,40641.07204918547,48087.10355065429,33828.54240968443
Deaths,Kenya,Both,All ages,Enteric infections,Number,2006,31129.11742269148,38989.91292915036,23771.99103660929
Deaths,Kenya,Both,All ages,Other infectious diseases,Number,2006,15080.702765918306,19529.074719305874,11346.365801661705
Deaths,Kenya,Both,All ages,Maternal and neonatal disorders,Number,2006,26388.706235347585,29594.32149163745,23759.06874861838
Deaths,Kenya,Both,All ages,Substance use disorders,Number,2006,509.7185515973055,709.940285658598,363.9538567884912
Deaths,Kenya,Both,All ages,Diabetes and kidney diseases,Number,2006,12844.724292443614,15559.874279236976,10132.490288361789
